"","Field","Block","Planted","Variety","Acres","Lag.Phase.G.Vine","Pick.Weight.Grams","X","Year","Plants","Row.Spacing","Av.Bunch.Weight.Grams","Clust.per.Vine","Spurs.per.Block","Berries.per.Cluster","Row","Av.Berry.Weight.Grams","Av.Berry.Weight.Grams.1","Av.Bunch.Weight.Grams.1","Lag.Estimate.t","Berry.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg.1","X2007.Actual","Percentage","Notes","Veraison.Estimate","X2008.Actual","CommentsPlanted","CommentsFlowering","CommentsVerasion","CommentsBudburst","phenologyEvent","phenologyDate"
"1223","F1","B6",1997,"Sauvig. Blanc",1.49,1650,NA,NA,"2010",2213,"2.1 x 1.4","64.7",25.5,NA,"152",NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 24-Jun","original verasion date is NA","original budburst date is 25-Apr","Lag.Phase.Date",2010-07-30
"1224","F1","B7",1975,"Chasselas",4.32,NA,NA,NA,"2010",2114,"3.0 x 2.1","122.7",NA,NA,"195",NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 30-Jun","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-08-04
"1226","F2","B2",1998,"Merlot",2.79,2714,NA,NA,"2010",4500,"2.1 x 1.4","100.5",27,NA,"165",NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-07-29
"1227","F2","B3",1975,"Chasselas",1.92,NA,NA,NA,"2010",1590,"3.0 x 2.1","137",NA,NA,"178",NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 27-Jun","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-08-04
"1228","","",NA,"T-bar",NA,NA,NA,NA,"2010",NA,"","128",NA,NA,"185",NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was ","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-08-04
"1229","F2","B4",1987,"Chardonnay",1.42,5168,NA,NA,"2010",1532,"2.7 x 1.3","118",43.8,NA,"168",NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2010-08-03
"1230","F2","B5",1993,"Chardonnay",0.72,5168,NA,NA,"2010",800,"2.4 x 1.2","118",43.8,NA,"168",NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 23-Apr","Lag.Phase.Date",2010-08-03
"1231","F2","B6",1997,"Chenin Blanc",4.04,1573,NA,NA,"2010",6500,"2.1 x 1.4","87.4",18,NA,"157",NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 25-Apr","Lag.Phase.Date",2010-07-29
"1232","F2","B7",1998,"Merlot",2.7,1438,NA,NA,"2010",4500,"2.1 x 1.4","77.3",18.6,NA,"220",NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 25-Jun","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-07-29
"1233","F2","B8",1998,"Merlot",0.85,1091,NA,NA,"2010",1600,"2.1 x 1.4","59",18.5,NA,"207",NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 25-Jun","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-07-29
"1234","F2","B9",2007,"Grafted Merlot",0.78,1330,NA,NA,"2010",1257,"2.1 x 1.4","98.5",13.5,NA,"197",NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 25-Jun","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-07-29
"1235","F3","B1",2005,"Pinot Noir",1.79,1651,NA,NA,"2010",2895,"2.1 x 1.1","63.5",26,NA,"155",NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 24-Apr","Lag.Phase.Date",2010-07-27
"1236","F3","B2",1965,"Foch",1.09,3996,NA,NA,"2010",780,"3.1 x 2.1","55.5",72,NA,"100",NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 13-Jun","original verasion date is NA","original budburst date is 20-Apr","Lag.Phase.Date",2010-07-26
"1237","F3","B3",1996,"Pinot Noir",2.47,1863,NA,NA,"2010",5000,"2.0 x 1.0","81.7",22.8,NA,"172",NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 25-Apr","Lag.Phase.Date",2010-07-27
"1238","F3","B4",1996,"Chardonnay",2.57,1387,NA,NA,"2010",5000,"2.0 x 1.0","61.4",22.6,NA,"148",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 21-Apr","Lag.Phase.Date",2010-07-26
"1239","F3","B5",1990,"Pinot Noir",0.92,3104,NA,NA,"2010",1103,"2.4 x 1.3","104.5",29.7,NA,"173",NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 24-Jun","original verasion date is NA","original budburst date is 25-Apr","Lag.Phase.Date",2010-07-28
"1240","F3","B6",1987,"Pinot Noir",0.55,3414,NA,NA,"2010",600,"2.4 x 1.3","101",33.8,NA,"230",NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 24-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2010-07-28
"1241","F3","B7",1987,"Pinot Noir",0.96,2550,NA,NA,"2010",1160,"2.4 x 1.3","99.6",25.6,NA,"186",NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 24-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2010-07-28
"1242","F3","B8",1975,"Pinot Noir",0.47,2254,NA,NA,"2010",631,"2.4 x 1.3","98",23,NA,"234",NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was 24-Jun","original verasion date is NA","original budburst date is 25-Apr","Lag.Phase.Date",2010-07-28
"1243","F4","B1",1982,"Grafted Chard",2.35,4626,NA,NA,"2010",2614,"2.4 x 1.3","102.8",45,NA,"239",NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 21-Apr","Lag.Phase.Date",2010-07-28
"1244","F4","B2",2005,"Pinot Noir",0.9,2230,NA,NA,"2010",1240,"2.1 x 1.1","82",27.2,NA,"224",NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 24-Apr","Lag.Phase.Date",2010-07-27
"1245","F4","B3",1990,"Pinot Noir",2.68,3812,NA,NA,"2010",3279,"2.4 x 1.3","110.5",34.5,NA,"220",NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 25-Apr","Lag.Phase.Date",2010-07-27
"1246","F4","B4",1965,"Foch",0.83,4104,NA,NA,"2010",1339,"3.0 x 2.1","43.2",95,NA,"113",NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1965/98","original flowering date was 12-Jun","original verasion date is NA","original budburst date is 20-Apr","Lag.Phase.Date",2010-07-22
"1247","F4","B5",2003,"Cab Sauvignon",2.36,1080,NA,NA,"2010",3920,"2.1 x 1.2","60",18,NA,"140",NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 24-Jun","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-07-29
"1248","F4","B6",1997,"Cab Sauvignon",1.17,1197,NA,NA,"2010",1900,"2.0 x 1.4","70.4",17,NA,"148",NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 26-Apr","Lag.Phase.Date",2010-07-29
"1249","F4","B7",2005,"Pinot Noir",0.53,NA,NA,NA,"2010",965,"2.1 x 1.1","83",20.5,NA,"196",NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 24-Apr","Lag.Phase.Date",2010-07-28
"1250","F4","B8",2005,"Pinot Noir",1.25,1600,NA,NA,"2010",1990,"2.1 x 1.1","80",20,NA,"187",NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 24-Apr","Lag.Phase.Date",2010-07-28
"1251","F4","B9",2005,"Pinot Noir",1.63,1745,NA,NA,"2010",2600,"2.1 x 1.1","84.7",20.6,NA,"176",NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 24-Apr","Lag.Phase.Date",2010-07-28
"1252","F4","B10",1990,"Pinot Noir",1.72,3004,NA,NA,"2010",2093,"2.4 x 1.3","96",31.3,NA,"224",NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 25-Apr","Lag.Phase.Date",2010-07-27
"1253","F4","B11",2003,"Pinot Noir",1.57,1548,NA,NA,"2010",2600,"2.1 x 1.1","71",22,NA,"136",NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2010-07-27
"1254","F5","B1",1997,"Chardonnay",1.8,2009,NA,NA,"2010",3000,"2.0 x 1.4","90.5",22.2,NA,"167",NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 23-Apr","Lag.Phase.Date",2010-07-27
"1255","F5","B2",1997,"Chardonnay",1.92,1624,NA,NA,"2010",3000,"2.0 x 1.4","82",19.8,NA,"215",NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2010-07-27
"1256","F5","B3",1997,"Chardonnay",1.43,1709,NA,NA,"2010",3000,"2.0 x 1.4","84.2",20.3,NA,"172",NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2010-07-27
"1257","F5","B4",1997,"Chardonnay",1.03,1476,NA,NA,"2010",1000,"2.0 x 1.4","73.8",20,NA,"163",NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 23-Apr","Lag.Phase.Date",2010-07-27
"1258","F5","B5",1997,"Pinot Noir",1.01,1438,NA,NA,"2010",2450,"2.0 x 1.1","73",19.7,NA,"152",NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 25-Apr","Lag.Phase.Date",2010-07-27
"1259","F5","B6",1997,"Pinot Noir",1.5,1618,NA,NA,"2010",3200,"2.0 x 1.1","83",19.5,NA,"176",NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 25-Apr","Lag.Phase.Date",2010-07-27
"1260","F5","B7",1997,"Cab Sauvignon",0.95,1278,NA,NA,"2010",1716,"2.0 x 1.4","81.4",15.7,NA,"170",NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 24-Jun","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-07-29
"1261","F5","B8",1994,"Gewurztraminer",0.52,1814,NA,NA,"2010",632,"2.4 x 1.3","64.8",28,NA,"139",NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 24-Apr","Lag.Phase.Date",2010-08-04
"1262","F5","B9",1989,"Gewurztraminer",1.37,1814,NA,NA,"2010",1526,"2.4 x 1.3","64.8",28,NA,"139",NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2010-08-04
"1263","F6","B1",2003,"Merlot",2.2,1344,NA,NA,"2010",4100,"2.1 x 1.1","86",16,NA,"135",NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 24-Jun","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-07-30
"1264","F6","B2",2003,"Merlot",2.2,1158,NA,NA,"2010",4163,"2.1 x 1.1","76",15,NA,"172",NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 24-Jun","original verasion date is NA","original budburst date is 27-Apr","Lag.Phase.Date",2010-07-30
"1271","F1","B1",1994,"Merlot",0.91,1396,NA,NA,"2011",996,"2.4 x 1.2","142.3",9.8,NA,"192.3",NA,0.74,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1994/97","original flowering date was 1-Jul","original verasion date is NA","original budburst date is 19-May","Lag.Phase.Date",2011-08-11
"1273","F1","B2",1996,"Chardonnay",1.82,1078,NA,NA,"2011",2213,"2.0 x 1.0","76.2",14.1,NA,"92.4",NA,0.83,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 10-May","Lag.Phase.Date",2011-07-29
"1274","F1","B3",1982,"Optima",4.43,987,NA,NA,"2011",4833,"2.7 x 1.3","70.2",14.1,NA,"104.8",NA,0.67,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 19-May","Lag.Phase.Date",2011-08-10
"1275","F1","B4",1982,"Riesling",5.07,1523,NA,NA,"2011",5536,"2.7 x 1.3","97.8",15.6,NA,"128.7",NA,0.76,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 19-May","Lag.Phase.Date",2011-08-10
"1276","F1","B5",1997,"Pinot Blanc",3.38,969,NA,NA,"2011",5341,"2.1 x 1.4","95.3",10.2,NA,"138.2",NA,0.69,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1997/98","original flowering date was 1-Jul","original verasion date is NA","original budburst date is 15-May","Lag.Phase.Date",2011-08-10
"1277","F1","B6",1997,"Sauvig. Blanc",1.49,616,NA,NA,"2011",2213,"2.1 x 1.4","65",9.5,NA,"100.8",NA,0.65,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 14-May","Lag.Phase.Date",2011-08-10
"1278","F1","B7",1975,"Chasselas",4.32,2741,NA,NA,"2011",2114,"3.0 x 2.1","83.7",32.7,NA,"116.3",NA,0.72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 2-Jul","original verasion date is NA","original budburst date is 16-May","Lag.Phase.Date",2011-08-08
"1280","F2","B2",1998,"Merlot",2.79,1242,NA,NA,"2011",4500,"2.1 x 1.4","92.5",13.4,NA,"129.4",NA,0.72,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 17-May","Lag.Phase.Date",2011-08-11
"1281","F2","B3",1975,"Chasselas",1.92,2202,NA,NA,"2011",1590,"3.0 x 2.1","94.9",23.2,NA,"103.7",NA,0.92,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 2-Jul","original verasion date is NA","original budburst date is 16-May","Lag.Phase.Date",2011-08-09
"1282","","",NA,"T-bar",NA,2324,NA,NA,"2011",NA,"","71.1",32.7,NA,"83.1",NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 2-Jul","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2011-08-09
"1283","F2","B4",1987,"Chardonnay",1.42,2032,NA,NA,"2011",1532,"2.7 x 1.3","100",20.3,NA,"129",NA,0.78,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 12-May","Lag.Phase.Date",2011-08-08
"1284","F2","B5",1993,"Chardonnay",0.72,1952,NA,NA,"2011",800,"2.4 x 1.2","112.5",17.4,NA,"131.6",NA,0.86,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 12-May","Lag.Phase.Date",2011-08-08
"1285","F2","B6",1997,"Chenin Blanc",4.04,1228,NA,NA,"2011",6500,"2.1 x 1.4","97.7",12.6,NA,"139.6",NA,0.7,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 9-May","Lag.Phase.Date",2011-08-09
"1286","F2","B7",1998,"Merlot",2.7,911,NA,NA,"2011",4500,"2.1 x 1.4","77.5",11.8,NA,"163.2",NA,0.48,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 17-May","Lag.Phase.Date",2011-08-11
"1287","F2","B8",1998,"Merlot",0.85,824,NA,NA,"2011",1600,"2.1 x 1.4","65",12.7,NA,"107.4",NA,0.61,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2011-08-11
"1288","F2","B9",2007,"Grafted Merlot",0.78,1624,NA,NA,"2011",1257,"2.1 x 1.4","140",11.6,NA,"166.7",NA,0.84,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 14-May","Lag.Phase.Date",2011-08-11
"1289","F3","B1",2005,"Pinot Noir",1.79,1320,NA,NA,"2011",2895,"2.1 x 1.1","88",15,NA,"123.9",NA,0.71,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 11-May","Lag.Phase.Date",2011-08-02
"1290","F3","B2",1965,"Foch",1.09,2102,NA,NA,"2011",780,"3.1 x 2.1","51.2",41,NA,"75.3",NA,0.68,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 22-Jun","original verasion date is NA","original budburst date is 6-May","Lag.Phase.Date",2011-07-26
"1291","F3","B3",1996,"Pinot Noir",2.47,1254,NA,NA,"2011",5000,"2.0 x 1.0","89.1",14.1,NA,"128.2",NA,0.7,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 15-May","Lag.Phase.Date",2011-08-02
"1292","F3","B4",1996,"Chardonnay",2.57,1543,NA,NA,"2011",5000,"2.0 x 1.0","92.9",16.6,NA,"142.9",NA,0.65,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 10-May","Lag.Phase.Date",2011-07-29
"1293","F3","B5",1990,"Pinot Noir",0.92,1515,NA,NA,"2011",1103,"2.4 x 1.3","105",14.4,NA,"140.9",NA,0.75,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 15-May","Lag.Phase.Date",2011-08-02
"1294","F3","B6",1987,"Pinot Noir",0.55,1244,NA,NA,"2011",600,"2.4 x 1.3","80",15.6,NA,"120.3",NA,0.67,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2011-08-02
"1295","F3","B7",1987,"Pinot Noir",0.96,978,NA,NA,"2011",1160,"2.4 x 1.3","80",12.2,NA,"120.3",NA,0.67,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2011-08-02
"1296","F3","B8",1975,"Pinot Noir",0.47,1412,NA,NA,"2011",631,"2.4 x 1.3","88.9",15.9,NA,"137.8",NA,0.65,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was 1-Jul","original verasion date is NA","original budburst date is 15-May","Lag.Phase.Date",2011-08-02
"1297","F4","B1",1982,"Grafted Chard",2.35,1751,NA,NA,"2011",2614,"2.4 x 1.3","96",18.2,NA,"154.8",NA,0.62,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 10-May","Lag.Phase.Date",2011-07-29
"1298","F4","B2",2005,"Pinot Noir",0.9,1277,NA,NA,"2011",1240,"2.1 x 1.1","92.5",13.8,NA,"125",NA,0.74,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 9-May","Lag.Phase.Date",2011-08-03
"1299","F4","B3",1990,"Pinot Noir",2.68,1238,NA,NA,"2011",3279,"2.4 x 1.3","90",13.8,NA,"106.5",NA,0.85,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 15-May","Lag.Phase.Date",2011-08-03
"1300","F4","B4",1965,"Foch",0.83,2413,NA,NA,"2011",1339,"3.0 x 2.1","58.3",39.6,NA,"92.6",NA,0.63,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1965/98","original flowering date was 22-Jun","original verasion date is NA","original budburst date is 6-May","Lag.Phase.Date",2011-07-26
"1301","F4","B5",2003,"Cab Sauvignon",2.36,1041,NA,NA,"2011",3920,"2.1 x 1.2","88",12,NA,"133",NA,0.66,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 2-Jul","original verasion date is NA","original budburst date is 19-May","Lag.Phase.Date",2011-08-12
"1302","F4","B6",1997,"Cab Sauvignon",1.17,1153,NA,NA,"2011",1900,"2.0 x 1.4","102.5",11.3,NA,"155.3",NA,0.66,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 2-Jul","original verasion date is NA","original budburst date is 19-May","Lag.Phase.Date",2011-08-12
"1303","F4","B7",2005,"Pinot Noir",0.53,1516,NA,NA,"2011",965,"2.1 x 1.1","117.5",12.9,NA,"162.1",NA,0.73,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 9-May","Lag.Phase.Date",2011-08-02
"1304","F4","B8",2005,"Pinot Noir",1.25,1614,NA,NA,"2011",1990,"2.1 x 1.1","102.5",15.8,NA,"153",NA,0.67,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2011-08-02
"1305","F4","B9",2005,"Pinot Noir",1.63,1514,NA,NA,"2011",2600,"2.1 x 1.1","87.5",17.3,NA,"142.3",NA,0.62,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 9-May","Lag.Phase.Date",2011-08-02
"1306","F4","B10",1990,"Pinot Noir",1.72,1480,NA,NA,"2011",2093,"2.4 x 1.3","100",14.8,NA,"122.7",NA,0.82,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 13-May","Lag.Phase.Date",2011-08-03
"1307","F4","B11",2003,"Pinot Noir",1.57,823,NA,NA,"2011",2600,"2.1 x 1.1","78",11,NA,"106",NA,0.73,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 13-May","Lag.Phase.Date",2011-08-03
"1308","F5","B1",1997,"Chardonnay",1.8,1040,NA,NA,"2011",3000,"2.0 x 1.4","71.8",14.5,NA,"128.2",NA,0.56,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 12-May","Lag.Phase.Date",2011-07-29
"1309","F5","B2",1997,"Chardonnay",1.92,1026,NA,NA,"2011",3000,"2.0 x 1.4","81.8",12.5,NA,"142.3",NA,0.58,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2011-07-29
"1310","F5","B3",1997,"Chardonnay",1.43,1255,NA,NA,"2011",3000,"2.0 x 1.4","97",12.9,NA,"145.8",NA,0.67,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is ","Lag.Phase.Date",2011-08-02
"1311","F5","B4",1997,"Chardonnay",1.03,1363,NA,NA,"2011",1000,"2.0 x 1.4","84.4",16.2,NA,"127.8",NA,0.66,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 12-May","Lag.Phase.Date",2011-08-02
"1312","F5","B5",1997,"Pinot Noir",1.01,1285,NA,NA,"2011",2450,"2.0 x 1.1","100",12.9,NA,"136.1",NA,0.74,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 13-May","Lag.Phase.Date",2011-08-03
