Business Unit,Vineyard,Block,Variety,Pheno Stage,Date
Osoyoos,SF19,Q 19SBQ,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,N 19MEN,Merlot,35. Veraison,11-08-29
Osoyoos,SF19,O 19SBO (Retired Apr. 1St  2015),Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,Q 19SBQ,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,Q 19SBQ,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,O 19SBO (Retired Apr. 1St  2015),Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,P 19SBP,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,P 19SBP,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,P 19SBP,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,Ba 19VIBa,Viognier,35. Veraison,11-08-29
Osoyoos,SF19,A 19VIA,Viognier,35. Veraison,11-08-29
Osoyoos,SF19,Ba 19VIBa,Viognier,35. Veraison,11-08-29
Osoyoos,SF19,A 19VIA,Viognier,35. Veraison,11-08-29
Osoyoos,SF19,C 19MEC (Retired Apr. 1St  2015),Merlot,35. Veraison,11-08-29
Osoyoos,SF19,C 19MEC (Retired Apr. 1St  2015),Merlot,35. Veraison,11-08-29
Osoyoos,SF19,D 19MED,Merlot,35. Veraison,11-08-29
Osoyoos,SF19,A 19VIA,Viognier,35. Veraison,11-08-29
Osoyoos,SF19,D 19MED,Merlot,35. Veraison,11-08-29
Osoyoos,SF19,Ea 19SBEa,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,Ea 19SBEa,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,Ea 19SBEa,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,Ea 19SBEa,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,Ea 19SBEa,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,F 19VIF,Viognier,35. Veraison,11-08-29
Osoyoos,SF19,F 19VIF,Viognier,35. Veraison,11-08-29
Osoyoos,SF19,Ha 19VIHa,Viognier,35. Veraison,11-08-29
Osoyoos,SF19,Ha 19VIHa,Viognier,35. Veraison,11-08-29
Osoyoos,SF19,I 19MEI,Merlot,35. Veraison,11-08-29
Osoyoos,SF19,I 19MEI,Merlot,35. Veraison,11-08-29
Osoyoos,SF19,I 19MEI,Merlot,35. Veraison,11-08-29
Osoyoos,SF19,J 19SBJ (Retired Apr. 1St  2015),Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,J 19SBJ (Retired Apr. 1St  2015),Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,K 19MEK (Retired Mar. 18  2016),Merlot,35. Veraison,11-08-29
Osoyoos,SF19,K 19MEK (Retired Mar. 18  2016),Merlot,35. Veraison,11-08-29
Osoyoos,SF19,L 19SBL,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,L 19SBL,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,L 19SBL,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,M 19MEM (Retired Apr. 1St  2015),Merlot,35. Veraison,11-08-29
Osoyoos,SF19,M 19MEM (Retired Apr. 1St  2015),Merlot,35. Veraison,11-08-29
Osoyoos,SF19,Q 19SBQ,Sauvignon Blanc,35. Veraison,11-08-29
Osoyoos,SF19,N 19MEN,Merlot,35. Veraison,11-08-29
Osoyoos,SF02,E 02CHE,Chardonnay,35. Veraison,11-08-30
Osoyoos,SF02,H 02CFH (Retired Apr. 1St  2015),Cabernet Franc,35. Veraison,11-08-30
Osoyoos,SF02,H 02CFH (Retired Apr. 1St  2015),Cabernet Franc,35. Veraison,11-08-30
Osoyoos,SF21,D 21PVD,Petit Verdot,35. Veraison,11-08-30
Osoyoos,SF21,D 21PVD,Petit Verdot,35. Veraison,11-08-30
Osoyoos,SF21,C 21PVC (Retired Apr. 1St  2015),Petit Verdot,35. Veraison,11-08-30
Osoyoos,SF21,C 21PVC (Retired Apr. 1St  2015),Petit Verdot,35. Veraison,11-08-30
Osoyoos,SF21,C 21PVC (Retired Apr. 1St  2015),Petit Verdot,35. Veraison,11-08-30
Osoyoos,SF21,B 21PVB,Petit Verdot,35. Veraison,11-08-30
Osoyoos,SF21,B 21PVB,Petit Verdot,35. Veraison,11-08-30
Osoyoos,SF21,B 21PVB,Petit Verdot,35. Veraison,11-08-30
Osoyoos,SF21,A 21PVA,Petit Verdot,35. Veraison,11-08-30
Osoyoos,SF21,A 21PVA,Petit Verdot,35. Veraison,11-08-30
Osoyoos,SF02,G 02CAG (Retired Apr. 1  2015),Cabernet Sauvignon,35. Veraison,11-08-30
Osoyoos,SF02,G 02CAG (Retired Apr. 1  2015),Cabernet Sauvignon,35. Veraison,11-08-30
Osoyoos,SF02,G 02CAG (Retired Apr. 1  2015),Cabernet Sauvignon,35. Veraison,11-08-30
Osoyoos,SF02,D 02CHD,Chardonnay,35. Veraison,11-08-30
Osoyoos,SF02,D 02CHD,Chardonnay,35. Veraison,11-08-30
Osoyoos,SF02,D 02CHD,Chardonnay,35. Veraison,11-08-30
Osoyoos,SF02,E 02CHE,Chardonnay,35. Veraison,11-08-30
Osoyoos,SF02,H 02CFH (Retired Apr. 1St  2015),Cabernet Franc,35. Veraison,11-08-30
Osoyoos,SF02,S 02CAS,Cabernet Sauvignon,35. Veraison,11-08-31
Osoyoos,SF02,S 02CAS,Cabernet Sauvignon,35. Veraison,11-08-31
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,35. Veraison,11-08-31
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,35. Veraison,11-08-31
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,35. Veraison,11-08-31
Osoyoos,SF02,L 02MEL,Merlot,35. Veraison,11-08-31
Osoyoos,SF02,L 02MEL,Merlot,35. Veraison,11-08-31
Osoyoos,SF02,M 02MEM (Retired Mar. 18  2016),Merlot,35. Veraison,11-08-31
Osoyoos,SF02,M 02MEM (Retired Mar. 18  2016),Merlot,35. Veraison,11-08-31
Osoyoos,SF02,M 02MEM (Retired Mar. 18  2016),Merlot,35. Veraison,11-08-31
Osoyoos,SF20,C 20PVC (Retired Apr. 1St  2015),Petit Verdot,35. Veraison,11-08-31
Osoyoos,SF20,C 20PVC (Retired Apr. 1St  2015),Petit Verdot,35. Veraison,11-08-31
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,35. Veraison,11-08-31
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,35. Veraison,11-08-31
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,35. Veraison,11-08-31
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,35. Veraison,11-08-31
Osoyoos,SF20,C 20PVC (Retired Apr. 1St  2015),Petit Verdot,35. Veraison,11-08-31
Osoyoos,SF20,B 20SZB (Retired Apr. 1St  2015),Shiraz,35. Veraison,11-08-31
Osoyoos,SF20,B 20SZB (Retired Apr. 1St  2015),Shiraz,35. Veraison,11-08-31
Osoyoos,SF03,A 03PNA (Retired Apr. 1St  2015),Pinot Noir,35. Veraison,11-09-01
Osoyoos,SF03,A 03PNA (Retired Apr. 1St  2015),Pinot Noir,35. Veraison,11-09-01
Osoyoos,SF03,C 03PBC,Pinot Blanc,35. Veraison,11-09-01
Osoyoos,SF03,C 03PBC,Pinot Blanc,35. Veraison,11-09-01
Osoyoos,SF03,C 03PBC,Pinot Blanc,35. Veraison,11-09-01
Osoyoos,SF03,D 03PBD,Pinot Blanc,35. Veraison,11-09-01
Osoyoos,SF03,F 03MEF (Retired Apr. 1St  2015),Merlot,35. Veraison,11-09-01
Osoyoos,SF03,B 03PNB,Pinot Noir,35. Veraison,11-09-01
Osoyoos,SF03,B 03PNB,Pinot Noir,35. Veraison,11-09-01
Osoyoos,SF03,E 03MEE,Merlot,35. Veraison,11-09-01
Osoyoos,SF03,D 03PBD,Pinot Blanc,35. Veraison,11-09-01
Osoyoos,SF03,F 03MEF (Retired Apr. 1St  2015),Merlot,35. Veraison,11-09-01
Osoyoos,SF03,H 03CAH (Retired Mar. 18  2016),Cabernet Sauvignon,35. Veraison,11-09-01
Osoyoos,SF03,H 03CAH (Retired Mar. 18  2016),Cabernet Sauvignon,35. Veraison,11-09-01
Osoyoos,SF03,D 03PBD,Pinot Blanc,35. Veraison,11-09-01
Osoyoos,SF03,H 03CAH (Retired Mar. 18  2016),Cabernet Sauvignon,35. Veraison,11-09-01
Osoyoos,SF03,G 03CFG (Retired Mar. 18  2016),Cabernet Franc,35. Veraison,11-09-01
Osoyoos,SF03,G 03CFG (Retired Mar. 18  2016),Cabernet Franc,35. Veraison,11-09-01
Osoyoos,SF03,F 03MEF (Retired Apr. 1St  2015),Merlot,35. Veraison,11-09-01
Osoyoos,SF03,D 03PBD,Pinot Blanc,35. Veraison,11-09-01
Osoyoos,SF03,E 03MEE,Merlot,35. Veraison,11-09-01
Osoyoos,SF03,E 03MEE,Merlot,35. Veraison,11-09-01
Osoyoos,SF03,A 03PNA (Retired Apr. 1St  2015),Pinot Noir,35. Veraison,11-09-01
Osoyoos,SF02,C 02CHC (Retired Apr. 1St  2015),Chardonnay,2. Budswell,12-04-17
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,3. Woolly Bud,12-04-17
Osoyoos,SF02,D 02CHD,Chardonnay,3. Woolly Bud,12-04-17
Osoyoos,SF03,N 03CHN,Chardonnay,3. Woolly Bud,12-04-17
Osoyoos,SF03,G 03CFG (Retired Mar. 18  2016),Cabernet Franc,3. Woolly Bud,12-04-17
Osoyoos,SF02,E 02CHE,Chardonnay,3. Woolly Bud,12-04-17
Osoyoos,SF21,F 21CFF,Cabernet Franc,3. Woolly Bud,12-04-17
Osoyoos,SF21,G 21CFG (Retired Apr. 1St  2015),Cabernet Franc,3. Woolly Bud,12-04-17
Osoyoos,SF02,H 02CFH (Retired Apr. 1St  2015),Cabernet Franc,2. Budswell,12-04-17
Osoyoos,SF03,M 03CHM,Chardonnay,3. Woolly Bud,12-04-17
Osoyoos,SF02,C 02CHC (Retired Apr. 1St  2015),Chardonnay,4. Budburst,12-04-23
Osoyoos,SF03,N 03CHN,Chardonnay,3. Woolly Bud,12-04-23
Osoyoos,SF02,D 02CHD,Chardonnay,4. Budburst,12-04-23
Osoyoos,SF21,G 21CFG (Retired Apr. 1St  2015),Cabernet Franc,4. Budburst,12-04-23
Osoyoos,SF21,F 21CFF,Cabernet Franc,4. Budburst,12-04-23
Osoyoos,SF02,E 02CHE,Chardonnay,4. Budburst,12-04-23
Osoyoos,SF03,M 03CHM,Chardonnay,3. Woolly Bud,12-04-23
Osoyoos,SF03,N 03CHN,Chardonnay,4. Budburst,12-04-24
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,4. Budburst,12-04-24
Osoyoos,SF03,G 03CFG (Retired Mar. 18  2016),Cabernet Franc,4. Budburst,12-04-24
Osoyoos,SF03,M 03CHM,Chardonnay,4. Budburst,12-04-24
Osoyoos,SF02,H 02CFH (Retired Apr. 1St  2015),Cabernet Franc,3. Woolly Bud,12-04-24
Osoyoos,SF03,I 03MEI,Merlot,3. Woolly Bud,12-04-27
Osoyoos,SF02,C 02CHC (Retired Apr. 1St  2015),Chardonnay,3. Woolly Bud,12-04-27
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,4. Budburst,12-04-27
Osoyoos,SF02,E 02CHE,Chardonnay,3. Woolly Bud,12-04-27
Osoyoos,SF21,F 21CFF,Cabernet Franc,4. Budburst,12-04-27
Osoyoos,SF03,E 03MEE,Merlot,3. Woolly Bud,12-04-27
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,4. Budburst,12-04-27
Osoyoos,SF03,F 03MEF (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,12-04-27
Osoyoos,SF02,D 02CHD,Chardonnay,3. Woolly Bud,12-04-27
Osoyoos,SF02,Q 02SZQ,Shiraz,4. Budburst,12-04-27
Osoyoos,SF03,M 03CHM,Chardonnay,4. Budburst,12-04-27
Osoyoos,SF03,N 03CHN,Chardonnay,4. Budburst,12-04-27
Osoyoos,SF03,J 03MEJ,Merlot,3. Woolly Bud,12-04-27
Osoyoos,SF02,H 02CFH (Retired Apr. 1St  2015),Cabernet Franc,4. Budburst,12-04-27
Osoyoos,SF02,P 02CAP (Retired Mar. 18  2016),Cabernet Sauvignon,2. Budswell,12-04-27
Osoyoos,SF02,M 02MEM (Retired Mar. 18  2016),Merlot,3. Woolly Bud,12-04-30
Osoyoos,SF03,B 03PNB,Pinot Noir,3. Woolly Bud,12-04-30
Osoyoos,SF03,C 03PBC,Pinot Blanc,3. Woolly Bud,12-04-30
Osoyoos,SF20,B 20SZB (Retired Apr. 1St  2015),Shiraz,4. Budburst,12-04-30
Osoyoos,SF02,L 02MEL,Merlot,3. Woolly Bud,12-04-30
Osoyoos,SF02,K 02SBK,Sauvignon Blanc,4. Budburst,12-04-30
Osoyoos,SF02,J 02MEJ (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,12-04-30
Osoyoos,SF02,R 02SBR,Sauvignon Blanc,4. Budburst,12-04-30
Osoyoos,SF02,Q 02SZQ,Shiraz,7. First Petiole separated题迨,12-05-01
Osoyoos,SF02,C 02CHC (Retired Apr. 1St  2015),Chardonnay,4. Budburst,12-05-01
Osoyoos,SF02,E 02CHE,Chardonnay,4. Budburst,12-05-01
Osoyoos,SF02,S 02CAS,Cabernet Sauvignon,3. Woolly Bud,12-05-01
Osoyoos,SF02,N 02SBN,Sauvignon Blanc,4. Budburst,12-05-01
Osoyoos,SF02,B 02SBB (Retired 02/04/17),Sauvignon Blanc,4. Budburst,12-05-01
Osoyoos,SF02,D 02CHD,Chardonnay,4. Budburst,12-05-01
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,3. Woolly Bud,12-05-01
Osoyoos,SF21,E 21SBE,Sauvignon Blanc,4. Budburst,12-05-01
Osoyoos,SF02,P 02CAP (Retired Mar. 18  2016),Cabernet Sauvignon,3. Woolly Bud,12-05-01
Osoyoos,SF03,H 03CAH (Retired Mar. 18  2016),Cabernet Sauvignon,3. Woolly Bud,12-05-01
Osoyoos,SF02,F 02CAF (Retired Apr. 1  2015),Cabernet Sauvignon,3. Woolly Bud,12-05-02
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,12-05-02
Osoyoos,SF21,C 21PVC (Retired Apr. 1St  2015),Petit Verdot,3. Woolly Bud,12-05-02
Osoyoos,SF02,G 02CAG (Retired Apr. 1  2015),Cabernet Sauvignon,3. Woolly Bud,12-05-02
Osoyoos,SF21,A 21PVA,Petit Verdot,3. Woolly Bud,12-05-02
Osoyoos,SF21,D 21PVD,Petit Verdot,3. Woolly Bud,12-05-02
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,4. Budburst,12-05-02
Osoyoos,SF20,C 20PVC (Retired Apr. 1St  2015),Petit Verdot,4. Budburst,12-05-02
Osoyoos,SF03,L 03CAL,Cabernet Sauvignon,3. Woolly Bud,12-05-02
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,3. Woolly Bud,12-05-02
Osoyoos,SF03,K 03CAK,Cabernet Sauvignon,3. Woolly Bud,12-05-02
Osoyoos,SF21,B 21PVB,Petit Verdot,3. Woolly Bud,12-05-02
Osoyoos,SF19,B 19VIB,Viognier,3. Woolly Bud,12-05-03
Osoyoos,SF19,M 19MEM (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,12-05-03
Osoyoos,SF19,C 19MEC (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,12-05-03
Osoyoos,SF02,Q 02SZQ,Shiraz,7. First Petiole separated题迨,12-05-03
Osoyoos,SF19,A 19VIA,Viognier,3. Woolly Bud,12-05-03
Osoyoos,SF03,L 03CAL,Cabernet Sauvignon,3. Woolly Bud,12-05-04
Osoyoos,SF20,B 20SZB (Retired Apr. 1St  2015),Shiraz,7. First Petiole separated题迨,12-05-04
Osoyoos,SF02,J 02MEJ (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,12-05-07
Osoyoos,SF21,C 21PVC (Retired Apr. 1St  2015),Petit Verdot,4. Budburst,12-05-07
Osoyoos,SF21,B 21PVB,Petit Verdot,4. Budburst,12-05-07
Osoyoos,SF02,P 02CAP (Retired Mar. 18  2016),Cabernet Sauvignon,3. Woolly Bud,12-05-07
Osoyoos,SF02,Q 02SZQ,Shiraz,7. First Petiole separated题迨,12-05-07
Osoyoos,SF02,S 02CAS,Cabernet Sauvignon,3. Woolly Bud,12-05-07
Osoyoos,SF21,A 21PVA,Petit Verdot,4. Budburst,12-05-07
Osoyoos,SF02,M 02MEM (Retired Mar. 18  2016),Merlot,3. Woolly Bud,12-05-07
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,4. Budburst,12-05-07
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,3. Woolly Bud,12-05-07
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,3. Woolly Bud,12-05-07
Osoyoos,SF21,D 21PVD,Petit Verdot,4. Budburst,12-05-07
Osoyoos,SF19,D 19MED,Merlot,4. Budburst,12-05-08
Osoyoos,SF19,A 19VIA,Viognier,4. Budburst,12-05-08
Osoyoos,SF19,B 19VIB,Viognier,4. Budburst,12-05-08
Osoyoos,SF19,C 19MEC (Retired Apr. 1St  2015),Merlot,4. Budburst,12-05-08
Osoyoos,SF19,E 19SBE,Sauvignon Blanc,7. First Petiole separated题迨,12-05-08
Osoyoos,SF19,G 19SBG,Sauvignon Blanc,7. First Petiole separated题迨,12-05-08
Osoyoos,SF19,J 19SBJ (Retired Apr. 1St  2015),Sauvignon Blanc,7. First Petiole separated题迨,12-05-08
Osoyoos,SF19,K 19MEK (Retired Mar. 18  2016),Merlot,3. Woolly Bud,12-05-08
Osoyoos,SF19,L 19SBL,Sauvignon Blanc,7. First Petiole separated题迨,12-05-08
Osoyoos,SF19,M 19MEM (Retired Apr. 1St  2015),Merlot,4. Budburst,12-05-08
Osoyoos,SF19,N 19MEN,Merlot,3. Woolly Bud,12-05-08
Osoyoos,SF19,O 19SBO (Retired Apr. 1St  2015),Sauvignon Blanc,7. First Petiole separated题迨,12-05-08
Osoyoos,SF19,Q 19SBQ,Sauvignon Blanc,4. Budburst,12-05-08
Osoyoos,SF19,R 19SBR,Sauvignon Blanc,4. Budburst,12-05-08
Osoyoos,SF03,H 03CAH (Retired Mar. 18  2016),Cabernet Sauvignon,3. Woolly Bud,12-05-09
Osoyoos,SF03,J 03MEJ,Merlot,4. Budburst,12-05-09
Osoyoos,SF03,E 03MEE,Merlot,3. Woolly Bud,12-05-09
Osoyoos,SF20,C 20PVC (Retired Apr. 1St  2015),Petit Verdot,7. First Petiole separated题迨,12-05-09
Osoyoos,SF03,I 03MEI,Merlot,4. Budburst,12-05-09
Osoyoos,SF03,F 03MEF (Retired Apr. 1St  2015),Merlot,3. Woolly Bud,12-05-09
Osoyoos,SF03,K 03CAK,Cabernet Sauvignon,4. Budburst,12-05-09
Osoyoos,SF03,A 03PNA (Retired Apr. 1St  2015),Pinot Noir,4. Budburst,12-05-09
Osoyoos,SF03,G 03CFG (Retired Mar. 18  2016),Cabernet Franc,11. 4 Leaves separated,12-05-09
Osoyoos,SF03,D 03PBD,Pinot Blanc,7. First Petiole separated题迨,12-05-09
Osoyoos,SF03,C 03PBC,Pinot Blanc,7. First Petiole separated题迨,12-05-09
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,4. Budburst,12-05-09
Osoyoos,SF03,B 03PNB,Pinot Noir,4. Budburst,12-05-09
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,4. Budburst,12-05-10
Osoyoos,SF02,M 02MEM (Retired Mar. 18  2016),Merlot,4. Budburst,12-05-10
Osoyoos,SF02,K 02SBK,Sauvignon Blanc,7. First Petiole separated题迨,12-05-10
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,4. Budburst,12-05-10
Osoyoos,SF02,L 02MEL,Merlot,4. Budburst,12-05-10
Osoyoos,SF02,R 02SBR,Sauvignon Blanc,9. 2-3 Leaves separated,12-05-10
Osoyoos,SF02,F 02CAF (Retired Apr. 1  2015),Cabernet Sauvignon,7. First Petiole separated题迨,12-05-10
Osoyoos,SF02,P 02CAP (Retired Mar. 18  2016),Cabernet Sauvignon,4. Budburst,12-05-10
Osoyoos,SF02,S 02CAS,Cabernet Sauvignon,4. Budburst,12-05-10
Osoyoos,SF02,G 02CAG (Retired Apr. 1  2015),Cabernet Sauvignon,4. Budburst,12-05-10
Osoyoos,SF02,N 02SBN,Sauvignon Blanc,11. 4 Leaves separated,12-05-10
Osoyoos,SF21,A 21PVA,Petit Verdot,7. First Petiole separated题迨,12-05-10
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,4. Budburst,12-05-10
Osoyoos,SF19,K 19MEK (Retired Mar. 18  2016),Merlot,9. 2-3 Leaves separated,12-05-14
Osoyoos,SF19,M 19MEM (Retired Apr. 1St  2015),Merlot,9. 2-3 Leaves separated,12-05-14
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,7. First Petiole separated题迨,12-05-14
Osoyoos,SF03,K 03CAK,Cabernet Sauvignon,9. 2-3 Leaves separated,12-05-14
Osoyoos,SF21,A 21PVA,Petit Verdot,9. 2-3 Leaves separated,12-05-14
Osoyoos,SF19,C 19MEC (Retired Apr. 1St  2015),Merlot,9. 2-3 Leaves separated,12-05-14
Osoyoos,SF19,N 19MEN,Merlot,9. 2-3 Leaves separated,12-05-14
Osoyoos,SF19,D 19MED,Merlot,7. First Petiole separated题迨,12-05-14
Osoyoos,SF02,J 02MEJ (Retired Apr. 1St  2015),Merlot,7. First Petiole separated题迨,12-05-14
Osoyoos,SF03,H 03CAH (Retired Mar. 18  2016),Cabernet Sauvignon,7. First Petiole separated题迨,12-05-14
Osoyoos,SF02,S 02CAS,Cabernet Sauvignon,9. 2-3 Leaves separated,12-05-14
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,9. 2-3 Leaves separated,12-05-14
Osoyoos,SF02,H 02CFH (Retired Apr. 1St  2015),Cabernet Franc,23. Full Bloom  50% Cap Fall,12-06-18
Osoyoos,SF03,G 03CFG (Retired Mar. 18  2016),Cabernet Franc,23. Full Bloom  50% Cap Fall,12-06-18
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,23. Full Bloom  50% Cap Fall,12-06-18
Osoyoos,SF19,M 19MEM (Retired Apr. 1St  2015),Merlot,21. 30% Cap Fall,12-06-28
Osoyoos,SF19,K 19MEK (Retired Mar. 18  2016),Merlot,21. 30% Cap Fall,12-06-28
Osoyoos,SF19,N 19MEN,Merlot,21. 30% Cap Fall,12-06-28
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,3. Woolly Bud,13-04-04
Osoyoos,SF21,F 21CFF,Cabernet Franc,23. Full Bloom  50% Cap Fall,13-06-12
Osoyoos,SF21,G 21CFG (Retired Apr. 1St  2015),Cabernet Franc,23. Full Bloom  50% Cap Fall,13-06-12
Osoyoos,SF02,B 02SBB (Retired 02/04/17),Sauvignon Blanc,23. Full Bloom  50% Cap Fall,13-06-12
Osoyoos,SF03,D 03PBD,Pinot Blanc,25. 80% Caps Off,13-06-17
Osoyoos,SF03,C 03PBC,Pinot Blanc,25. 80% Caps Off,13-06-17
Osoyoos,SF03,B 03PNB,Pinot Noir,25. 80% Caps Off,13-06-17
Osoyoos,SF03,A 03PNA (Retired Apr. 1St  2015),Pinot Noir,25. 80% Caps Off,13-06-17
Osoyoos,SF03,E 03MEE,Merlot,25. 80% Caps Off,13-06-17
Osoyoos,SF02,J 02MEJ (Retired Apr. 1St  2015),Merlot,25. 80% Caps Off,13-06-17
Osoyoos,SF03,F 03MEF (Retired Apr. 1St  2015),Merlot,25. 80% Caps Off,13-06-17
Osoyoos,SF03,F 03MEF (Retired Apr. 1St  2015),Merlot,26. Cap Fall Complete,13-06-19
Osoyoos,SF28-Retired01/04/18,E 28MEE (Retired 01/04/18),Merlot,31. Berries 7mm,13-07-03
Osoyoos,SF28-Retired01/04/18,B 28MEB (Retired 01/04/18),Merlot,31. Berries 7mm,13-07-05
Osoyoos,SF28-Retired01/04/18,C 28SZC (Retired 01/04/18),Shiraz,31. Berries 7mm,13-07-05
Osoyoos,SF02,D 02CHD,Chardonnay,36. Berries Int. Brix,13-08-12
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,36. Berries Int. Brix,13-08-12
Osoyoos,SF02,C 02CHC (Retired Apr. 1St  2015),Chardonnay,36. Berries Int. Brix,13-08-12
Osoyoos,SF02,B 02SBB (Retired 02/04/17),Sauvignon Blanc,36. Berries Int. Brix,13-08-16
Osoyoos,SF19,D 19MED,Merlot,35. Veraison,13-08-16
Osoyoos,SF03,H 03CAH (Retired Mar. 18  2016),Cabernet Sauvignon,35. Veraison,13-08-16
Osoyoos,SF02,N 02SBN,Sauvignon Blanc,36. Berries Int. Brix,13-08-22
Osoyoos,SF02,C 02CHC (Retired Apr. 1St  2015),Chardonnay,36. Berries Int. Brix,13-08-22
Osoyoos,SF02,E 02CHE,Chardonnay,16. 10 Leaves separated,14-05-28
Osoyoos,SF02,D 02CHD,Chardonnay,16. 10 Leaves separated,14-05-28
Osoyoos,SF21,G 21CFG (Retired Apr. 1St  2015),Cabernet Franc,16. 10 Leaves separated,14-05-28
Osoyoos,SF21,F 21CFF,Cabernet Franc,16. 10 Leaves separated,14-05-28
Osoyoos,SF02,C 02CHC (Retired Apr. 1St  2015),Chardonnay,19. 16 Leaves Begin Flowering,14-05-29
Osoyoos,SF02,F 02CAF (Retired Apr. 1  2015),Cabernet Sauvignon,17. 12 Leaves separated,14-05-29
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,14-05-29
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,14-05-29
Osoyoos,SF02,B 02SBB (Retired 02/04/17),Sauvignon Blanc,19. 16 Leaves Begin Flowering,14-05-29
Osoyoos,SF21,C 21PVC (Retired Apr. 1St  2015),Petit Verdot,17. 12 Leaves separated,14-06-02
Osoyoos,SF21,D 21PVD,Petit Verdot,17. 12 Leaves separated,14-06-02
Osoyoos,SF21,B 21PVB,Petit Verdot,17. 12 Leaves separated,14-06-02
Osoyoos,SF21,A 21PVA,Petit Verdot,17. 12 Leaves separated,14-06-02
Osoyoos,SF21,A 21PVA,Petit Verdot,17. 12 Leaves separated,14-06-02
Osoyoos,SF02,I 02MEI (Retired Apr. 1St  2015),Merlot,17. 12 Leaves separated,14-06-02
Osoyoos,SF02,K 02SBK,Sauvignon Blanc,17. 12 Leaves separated,14-06-02
Osoyoos,SF03,C 03PBC,Pinot Blanc,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF03,K 03CAK,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF03,K 03CAK,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF03,L 03CAL,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF03,M 03CHM,Chardonnay,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF03,N 03CHN,Chardonnay,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF28-Retired01/04/18,C 28SZC (Retired 01/04/18),Shiraz,19. 16 Leaves Begin Flowering,14-06-05
